type,cpu,time,iterations
1,2,37.6427,299708
0,2,36.4049,284860
1,2,3.62658,25681
0,4,16.006,103643
1,4,0.0774782,336
0,4,8.71809,51187
1,4,0.112335,0
0,4,32.9662,216870
1,4,0.850803,6287
0,4,12.3976,78236
1,4,11.2884,74381
0,4,5.00268,33386
1,4,4.48602,30420
0,6,2.61676,8307
1,6,5.10765,24753
0,6,0.401312,1486
1,6,14.9666,51513
0,6,1.15828,3805
1,6,8.55738,26635
0,6,24.0473,80697
1,6,3.87034,20283
0,6,0.20083,223
1,6,0.499398,1808
0,8,0.317155,857
1,8,16.0515,42119
0,8,4.40716,11280
1,8,1.49334,3421
0,8,1.58947,6363
1,8,0.0165593,47
0,8,0.0423013,43
1,8,5.00462,12723
0,8,7.79998,20087
1,8,2.33498,6232
0,12,16.195,43655
1,12,1.98144,5900
0,12,1.71754,5048
1,12,0.466959,1208
0,12,1.74475,4990
1,12,4.3124,12394
0,12,17.7561,48776
1,12,6.53845,19992
0,12,3.73481,10070
1,12,8.38734,24630
0,16,0.2593,650
1,16,12.4686,31157
0,16,3.94093,9311
1,16,11.4282,28684
0,16,21.2675,51872
1,16,0.516888,1326
0,16,0.495574,830
1,16,12.8618,32362
0,16,0.235279,0
1,16,1.47289,3147
0,24,9.87415,16886
1,24,5.54459,9494
0,24,18.0655,30508
1,24,11.382,19872
0,24,1.27008,2168
1,24,4.33676,7564
0,24,0.132746,0
1,24,0.0696187,0
0,24,1.24527,1459
1,24,1.92097,3297
0,32,0.391187,334
1,32,15.6076,20789
0,32,0.897344,1135
1,32,2.20522,2946
0,32,5.47865,7268
1,32,5.86484,7851
0,32,0.327269,0
1,32,1.85743,2510
0,32,7.68878,9566
1,32,3.50199,4694
0,0,35.7374,461040
1,0,0.0571726,0
0,0,2.60917,31074
1,0,14.9552,183614
0,0,10.4976,129400
1,0,9.19969,116864
0,0,0.223273,3000
1,0,0.243391,2597
0,0,18.8069,231701
1,0,6.93999,86160
0,1,20.6664,155158
1,1,0.225512,767
0,1,10.4689,84259
1,1,59.2531,468603
0,1,96.2112,738054
1,1,413.982,3260729
0,1,101.942,768593
1,1,25.2344,200023
0,1,42.5867,333031
1,1,7.26458,58569
0,2,25.8474,187260
1,2,26.2104,190642
0,2,3.75167,29662
1,2,1.12202,8144
0,2,52.4375,388615
1,2,0.42656,3145
0,2,2.83062,19978
1,2,0.628363,4996
0,2,13.1523,97002
1,2,0.232004,1071
0,4,3.44393,20074
1,4,0.150619,612
0,4,0.23325,1000
1,4,8.67974,52522
0,4,10.459,73228
1,4,15.5654,109324
0,4,2.26032,13076
1,4,50.9032,336301
0,4,24.9833,156178
1,4,8.44263,55962
0,6,0.735924,3000
1,6,29.3418,159885
0,6,0.159612,279
1,6,0.58709,1556
0,6,10.1078,35976
1,6,1.31691,4197
0,6,35.557,118174
1,6,0.283926,71
0,6,3.4034,11655
1,6,1.28632,4081
0,8,2.06498,5312
1,8,0.278426,103
0,8,16.3235,42389
1,8,9.93119,25834
0,8,0.175992,490
1,8,5.09901,13320
0,8,47.1429,121588
1,8,37.8187,104693
0,8,1.77045,4355
1,8,0.951037,3460
0,12,0.916344,2401
1,12,21.8667,60935
0,12,15.4206,43110
1,12,1.5671,4661
0,12,0.299117,833
1,12,1.61523,4965
0,12,2.8958,8237
1,12,4.03143,12165
0,12,1.19057,3338
1,12,13.307,37372
0,16,0.588669,1469
1,16,0.151323,209
0,16,1.65089,4076
1,16,2.72997,6799
0,16,2.20464,4426
1,16,16.2243,39849
0,16,1.48555,3268
1,16,2.13603,5324
0,16,19.3637,48331
1,16,4.53987,11349
0,24,0.121296,0
1,24,12.0791,21018
0,24,1.90106,3333
1,24,4.7359,8261
0,24,3.33252,5616
1,24,3.38015,5673
0,24,0.60173,345
1,24,4.38145,7619
0,24,2.94135,5006
1,24,0.836928,1051
0,32,0.132088,92
1,32,6.11168,8593
0,32,0.244761,0
1,32,0.207363,73
0,32,5.50984,7096
1,32,11.8731,15902
0,32,4.66995,6054
1,32,2.54607,3159
0,32,9.49415,12453
1,32,1.89537,2399
0,0,0.0543833,135
1,0,25.9394,319859
0,0,2.07865,25924
1,0,102.745,1305459
0,0,0.256252,3000
1,0,0.134707,1181
0,0,0.912967,11441
1,0,0.130044,656
0,0,52.2007,659545
1,0,0.671277,8724
0,1,1.46402,12289
1,1,6.6328,52398
0,1,45.3871,351598
1,1,3.14021,25756
0,1,34.3935,264000
1,1,20.5895,159330
0,1,32.4302,246022
1,1,9.87478,78215
0,1,39.3147,303983
1,1,12.476,101777
0,2,1.58024,13307
1,2,18.3932,139466
0,2,0.640505,6451
1,2,0.692608,6704
0,2,44.5726,328216
1,2,33.3823,245404
0,2,32.9877,240424
1,2,54.2344,410558
0,2,2.66855,19373
1,2,32.4305,245123
0,4,4.07449,26441
1,4,0.0555517,0
0,4,6.64051,42152
1,4,12.5626,79858
0,4,3.10237,18170
1,4,1.49588,9137
0,4,1.48701,8662
1,4,4.35942,27665
0,4,3.74308,22646
1,4,9.52964,59121
0,6,4.83823,23556
1,6,27.0426,153961
0,6,1.64875,5333
1,6,1.33604,4211
0,6,1.02009,4508
1,6,84.453,334927
0,6,0.265806,1195
1,6,8.17155,42140
0,6,10.7441,44605
1,6,0.0366244,112
0,8,13.5091,38117
1,8,0.652866,1760
0,8,0.0356093,0
1,8,2.64937,6938
0,8,9.79016,26119
1,8,0.0377095,0
0,8,0.353854,1000
1,8,1.50707,6888
0,8,2.39647,9603
1,8,0.120562,0
0,12,0.315875,0
1,12,24.25,66991
0,12,14.2283,39379
1,12,0.0765301,0
0,12,3.98332,11555
1,12,19.2645,54343
0,12,10.6344,30374
1,12,0.514072,1392
0,12,6.42378,18383
1,12,0.158364,432
0,16,1.08034,2653
1,16,0.745526,1874
0,16,9.29904,22747
1,16,0.450863,1000
0,16,20.0163,47982
1,16,27.17,69053
0,16,2.78293,6740
1,16,0.451748,322
0,16,8.09121,19786
1,16,0.953868,2442
0,24,0.621021,1069
1,24,3.49388,6125
0,24,9.78371,16502
1,24,84.4456,147711
0,24,0.0797494,139
1,24,0.714081,1050
0,24,1.76132,3043
1,24,2.12442,3745
0,24,6.82003,11648
1,24,2.03412,3479
0,32,19.8277,26052
1,32,0.726397,262
0,32,2.73943,3525
1,32,6.87727,9059
0,32,2.48017,3301
1,32,2.84185,3616
0,32,4.57004,5988
1,32,0.459922,90
0,32,10.6225,13932
1,32,5.19233,6906
0,0,21.7227,276544
1,0,4.51976,60117
0,0,7.86451,99155
1,0,0.00101512,0
0,0,22.8754,277881
1,0,24.0131,292358
0,0,40.0579,506158
1,0,14.4112,177492
0,0,23.5604,290895
1,0,1.05658,14108
0,1,0.473447,3165
1,1,8.52451,71663
0,1,43.5273,336756
1,1,99.8087,776124
0,1,12.6656,97429
1,1,55.9486,451588
0,1,31.9436,240285
1,1,5.99984,46464
0,1,1.14197,8577
1,1,0.0444366,360
0,2,21.9126,164366
1,2,2.7957,20961
0,2,44.0707,329569
1,2,1.77971,13975
0,2,0.733393,5000
1,2,1.26673,9084
0,2,0.0468297,149
1,2,1.27364,9898
0,2,0.927676,7529
1,2,1.83852,13961
0,4,0.524469,2323
1,4,2.14276,12066
0,4,5.13629,33809
1,4,0.0742176,80
0,4,6.24284,39124
1,4,4.30398,26355
0,4,1.52849,9584
1,4,0.344546,1593
0,4,0.273023,2013
1,4,13.8657,97346
0,6,1.77067,5836
1,6,2.30906,7293
0,6,3.82321,14597
1,6,27.8599,110900
0,6,0.947274,4485
1,6,5.41705,30891
0,6,1.14062,6171
1,6,17.4085,78637
0,6,2.70373,13969
1,6,-977.791,3924136
0,8,11.3238,29035
1,8,2.31139,6342
0,8,29.6759,79774
1,8,0.191153,0
0,8,12.3052,37562
1,8,6.828,18006
0,8,13.877,34893
1,8,28.0429,76748
0,8,0.369931,1000
1,8,15.8015,41228
0,12,5.59195,16225
1,12,1.10734,2624
0,12,1.31825,3802
1,12,1.55801,4490
0,12,5.38935,15488
1,12,25.1188,71037
0,12,0.779664,1634
1,12,0.864237,2539
0,12,14.4156,38967
1,12,2.34592,7026
0,16,2.17716,5298
1,16,2.13589,5364
0,16,6.45821,15482
1,16,4.66794,12013
0,16,7.78485,18842
1,16,3.28149,8171
0,16,3.032,7329
1,16,3.59963,9192
0,16,0.66699,1580
1,16,2.68897,6791
0,24,15.7743,26054
1,24,6.02186,11070
0,24,4.86911,8275
1,24,6.91102,12135
0,24,4.20803,7080
1,24,5.10265,8810
0,24,19.1904,33041
1,24,1.05283,1473
0,24,2.82526,4737
1,24,1.46597,2030
0,32,1.14593,913
1,32,0.0649904,0
0,32,5.8739,7727
1,32,2.29266,2887
0,32,1.7602,2054
1,32,0.22667,147
0,32,0.454267,282
1,32,9.03714,12337
0,32,1.1997,1600
1,32,0.894424,876
0,0,3.71292,44280
1,0,4.98352,63170
0,0,0.777818,10257
1,0,4.59209,54812
0,0,-318.596,3956387
1,0,15.7405,204961
0,0,5.33716,69754
1,0,2.66526,35489
0,0,1.08974,13762
1,0,0.30471,4000
0,1,29.008,225906
1,1,3.45671,31643
0,1,253.609,1964698
1,1,19.2518,146223
0,1,0.451737,2696
1,1,33.5405,264979
0,1,0.302969,2000
1,1,19.282,154724
0,1,-511.698,3980949
1,1,0.0150074,44
0,2,3.98484,30509
1,2,23.4386,172125
0,2,0.1937,1000
1,2,1.01798,7686
0,2,20.5824,150251
1,2,0.0563221,55
0,2,0.0940371,0
1,2,28.4189,203565
0,2,0.0020101,0
1,2,0.19455,1000
0,4,0.0649862,32
1,4,5.69291,29713
0,4,0.1882,0
1,4,1.45885,8454
0,4,2.6376,14370
1,4,2.69417,19486
0,4,6.61619,40737
1,4,16.6565,110262
0,4,13.0457,83014
1,4,0.115294,0
0,6,0.144936,0
1,6,3.92448,12359
0,6,6.75802,20703
1,6,10.3149,32653
0,6,0.844645,2849
1,6,0.269467,0
0,6,6.04119,21746
1,6,4.56913,27753
0,6,3.86011,18352
1,6,0.519802,2556
0,8,2.27486,6148
1,8,0.258632,0
0,8,1.85722,4776
1,8,0.114418,354
0,8,49.5065,133817
1,8,1.77722,4499
0,8,4.46605,11325
1,8,14.0447,37986
0,8,6.11636,16604
1,8,0.0919796,138
0,12,13.6094,37097
1,12,9.76424,28828
0,12,1.97541,5796
1,12,26.6455,74228
0,12,1.23236,3391
1,12,4.14962,12422
0,12,1.48163,4332
1,12,1.61225,4899
0,12,3.6208,9943
1,12,2.39727,7265
0,16,4.85804,12008
1,16,2.34348,5932
0,16,0.676853,1211
1,16,6.16108,15430
0,16,4.95317,11826
1,16,2.88967,7024
0,16,2.08364,5070
1,16,5.76842,14386
0,16,14.5151,35630
1,16,17.4383,43568
0,24,1.0447,1704
1,24,1.09634,1547
0,24,5.15617,8786
1,24,95.6302,169487
0,24,2.02212,3064
1,24,12.4501,21757
0,24,7.13346,11974
1,24,3.68588,6383
0,24,2.24859,3750
1,24,5.03311,8690
0,32,11.8143,15382
1,32,20.0706,27197
0,32,0.894948,1152
1,32,5.77659,7697
0,32,13.8156,18750
1,32,0.13331,0
0,32,0.445917,600
1,32,1.56746,2083
0,32,5.82223,7674
1,32,2.04131,2706
0,0,10.5547,130718
1,0,1.75708,22938
0,0,66.1895,828611
1,0,7.9484,106755
0,0,2.76804,34195
1,0,189.329,2406436
0,0,6.67361,83874
1,0,7.35319,96021
0,0,0.161618,2000
1,0,13.9561,177247
0,1,61.9205,472713
1,1,1.68022,13792
0,1,93.4463,733080
1,1,77.5826,618281
0,1,2.3029,18989
1,1,0.0892549,0
0,1,0.0260434,0
1,1,0.838785,7192
0,1,3.95856,32477
1,1,47.8661,386136
0,2,5.91642,40649
1,2,5.70987,43943
0,2,1.41576,9116
1,2,2.61107,18156
0,2,7.80285,53823
1,2,18.6575,141873
0,2,25.7135,183572
1,2,0.0158097,32
0,2,1.42817,13737
1,2,1.30358,11614
0,4,0.462653,3496
1,4,4.90108,34888
0,4,0.365085,1456
1,4,17.7013,118201
0,4,10.61,67641
1,4,0.229441,839
0,4,10.0777,66173
1,4,0.877352,7030
0,4,0.309051,1401
1,4,1.14689,5060
0,6,2.48558,7104
1,6,0.268904,228
0,6,2.20222,6322
1,6,1.7403,5478
0,6,15.4405,47385
1,6,6.31653,25979
0,6,36.2632,130472
1,6,0.995985,5799
0,6,12.6285,50039
1,6,0.0282778,0
0,8,25.2607,65161
1,8,1.64642,4917
0,8,2.64977,6775
1,8,5.76898,14741
0,8,16.7177,42999
1,8,9.03511,27499
0,8,0.542617,1000
1,8,1.89752,6970
0,8,0.882471,1630
1,8,2.97731,8832
0,12,8.89041,24476
1,12,1.10203,3323
0,12,0.190966,241
1,12,6.36259,19448
0,12,3.49491,9810
1,12,8.12958,24748
0,12,4.57719,13209
1,12,0.831479,2471
0,12,9.41533,26038
1,12,4.12843,12016
0,16,0.637232,1539
1,16,7.50219,18818
0,16,0.960816,1714
1,16,7.58725,18650
0,16,4.5252,10940
1,16,0.8033,2103
0,16,0.25028,638
1,16,0.207995,0
0,16,1.32899,3283
1,16,5.08744,12470
0,24,1.8644,3043
1,24,1.16216,1927
0,24,0.207998,338
1,24,2.7574,4822
0,24,52.7935,90320
1,24,3.66642,6311
0,24,0.95967,1658
1,24,0.819379,1434
0,24,0.205206,357
1,24,0.329285,0
0,32,2.66774,3442
1,32,6.80338,8787
0,32,4.41611,5809
1,32,0.166872,0
0,32,10.142,13016
1,32,10.2478,13962
0,32,3.79129,5024
1,32,0.964227,1319
0,32,0.678799,633
1,32,0.118622,39
0,0,18.9647,243768
1,0,52.2421,666011
0,0,0.0683284,264
1,0,0.544141,7556
0,0,17.5478,222209
1,0,10.4372,134271
0,0,84.8876,1065641
1,0,11.3521,145204
0,0,0.0996232,684
1,0,262.255,3317084
0,1,0.816394,6724
1,1,23.5281,184316
0,1,0.630616,4173
1,1,0.38414,3182
0,1,36.8262,283751
1,1,29.762,236860
0,1,68.4653,526930
1,1,16.4373,131577
0,1,30.4711,249464
1,1,69.539,553379
0,2,26.4191,192210
1,2,29.3488,210576
0,2,0.106004,0
1,2,9.64403,74234
0,2,23.0226,173706
1,2,1.34021,10544
0,2,94.393,710470
1,2,5.02585,37268
0,2,0.0651223,65
1,2,0.918135,7892
0,4,0.0428958,0
1,4,0.915601,5908
0,4,25.1029,160125
1,4,4.8764,31255
0,4,0.74234,4742
1,4,0.0141774,32
0,4,47.1734,299154
1,4,3.33624,19577
0,4,3.5938,23129
1,4,6.8931,45762
0,6,1.53729,5762
1,6,11.3931,36192
0,6,0.749484,2423
1,6,1.66008,5201
0,6,1.50951,4936
1,6,6.70787,29597
0,6,0.112445,0
1,6,24.3071,88030
0,6,8.03232,26761
1,6,0.228754,439
0,8,10.733,28190
1,8,0.540019,1457
0,8,7.5687,19797
1,8,3.41575,9230
0,8,0.170386,176
1,8,5.04483,12958
0,8,4.72791,12045
1,8,4.30515,14998
0,8,5.14139,13127
1,8,0.955483,1783
0,12,9.38541,25679
1,12,9.5545,27359
0,12,2.39066,6888
1,12,7.13929,20983
0,12,1.9696,5591
1,12,4.16282,12598
0,12,0.327389,737
1,12,1.77361,5463
0,12,1.00333,2337
1,12,10.9761,31968
0,16,4.99716,12417
1,16,12.4329,31340
0,16,0.234334,577
1,16,3.17618,8061
0,16,30.5507,74616
1,16,0.0782245,0
0,16,0.633942,1548
1,16,3.6394,9106
0,16,1.02918,2460
1,16,0.219993,0
0,24,1.37459,2344
1,24,6.38897,11188
0,24,0.180394,176
1,24,12.1897,21512
0,24,9.51856,15491
1,24,14.752,25813
0,24,0.0530057,0
1,24,0.0923227,0
0,24,2.9176,4989
1,24,0.894149,1611
0,32,1.83596,1662
1,32,1.65079,2240
0,32,2.80923,3483
1,32,3.44722,4383
0,32,0.785408,1051
1,32,7.92622,10132
0,32,1.66164,2195
1,32,-3142.24,4608507
0,32,-3474,4999735
1,32,-3484.67,4999045
0,0,0.401553,4406
1,0,3.87939,47818
0,0,1.24271,15672
1,0,2.80134,36801
0,0,101.353,1255789
1,0,31.7171,398212
0,0,0.0661279,0
1,0,9.05912,112083
0,0,12.6417,167873
1,0,20.0166,255934
0,1,68.6787,523613
1,1,19.7719,150895
0,1,0.0943072,0
1,1,13.7153,108568
0,1,18.8974,143576
1,1,34.8976,269382
0,1,54.9447,418661
1,1,1.1247,9181
0,1,77.8671,602459
1,1,1.28557,10881
0,2,11.7008,82962
1,2,0.0386491,170
0,2,0.144076,1109
1,2,1.07273,8420
0,2,0.345486,2000
1,2,12.0645,91661
0,2,0.158452,370
1,2,19.3779,148915
0,2,19.5385,140387
1,2,0.0845862,425
0,4,2.56539,15428
1,4,2.49915,15050
0,4,0.991159,4193
1,4,0.982341,5346
0,4,3.17573,20917
1,4,12.4582,75977
0,4,25.7353,154512
1,4,2.43719,11103
0,4,0.0771507,326
1,4,0.306942,1000
0,6,0.166047,336
1,6,0.0399146,0
0,6,0.277459,330
1,6,1.46175,3998
0,0,47.3451,595930
1,0,5.77626,71176
0,0,32.9327,408342
1,0,0.0780729,892
0,0,5.91759,77709
1,0,0.190884,2541
0,0,21.0981,264881
1,0,7.35551,93620
0,0,13.6497,179001
1,0,1.82059,25207
0,1,0.183888,1000
1,1,5.37829,45307
0,1,1.35527,11720
1,1,1.03716,8756
0,1,44.8092,340955
1,1,2.44263,18610
0,1,112.055,877169
1,1,0.117384,1000
0,1,6.46506,53942
1,1,21.3032,166701
0,2,27.6426,194098
1,2,0.152438,743
0,2,7.37546,52808
1,2,4.88467,34905
0,2,14.3899,99082
1,2,17.5483,131739
0,2,1.99713,15054
1,2,11.2786,84307
0,2,32.092,237855
1,2,13.7279,102441
0,4,25.5397,144999
1,4,1.11085,7413
0,4,2.16003,12336
1,4,2.12876,12986
0,4,8.53767,50541
1,4,4.60314,33607
0,4,10.024,69720
1,4,8.60451,58432
0,4,0.240697,1000
1,4,50.409,333516
0,6,8.03548,25738
1,6,1.95293,7540
0,6,1.42996,5742
1,6,14.3515,46670
0,6,6.4647,20968
1,6,0.0125441,0
0,6,2.63641,8055
1,6,8.1021,28969
0,6,2.34958,7723
1,6,10.7479,35492
0,8,0.783607,2141
1,8,11.7019,40011
0,8,0.0331425,0
1,8,4.05757,10745
0,8,6.98446,17427
1,8,0.25626,0
0,8,7.21536,18856
1,8,6.08409,15977
0,8,1.05179,2819
1,8,0.124436,30
0,12,1.93302,5200
1,12,0.0111391,0
0,12,1.51427,4352
1,12,6.47234,19584
0,12,5.43127,15410
1,12,0.299293,883
0,12,11.2076,31307
1,12,5.94188,17633
0,12,5.96193,17049
1,12,7.95155,23377
0,16,0.392891,342
1,16,6.22295,15577
0,16,3.84901,9419
1,16,0.849179,2103
0,16,1.07689,2657
1,16,0.238331,376
0,16,0.0585988,42
1,16,2.64272,6738
0,16,2.66162,6455
1,16,29.5199,73932
0,24,5.33774,8967
1,24,2.18152,3767
0,24,7.34042,12501
1,24,1.20813,1614
0,24,0.66702,1147
1,24,0.720388,474
0,24,0.132589,0
1,24,11.844,19884
0,24,5.70519,9720
1,24,22.0361,38538
0,32,0.740606,724
1,32,8.78957,11839
0,32,11.6464,14741
1,32,1.9832,2364
0,32,2.12416,2802
1,32,3.4306,4293
0,32,1.98067,2608
1,32,2.41508,3238
0,32,4.79583,6390
1,32,3.38922,4631
0,0,23.1041,294957
1,0,2.73615,33794
0,0,0.151609,2000
1,0,32.6104,416506
0,0,63.7651,794787
1,0,3.66104,47386
0,0,0.223599,3000
1,0,17.08,220355
0,0,0.0228015,0
1,0,0.446602,6180
0,1,22.4066,173457
1,1,33.6304,255240
0,1,0.83147,7071
1,1,0.94488,7946
0,1,56.9127,440297
1,1,22.6248,184747
0,1,20.6603,162446
1,1,8.11146,67790
0,1,12.2097,89954
1,1,27.3322,217267
0,2,4.12609,30296
1,2,6.25995,46283
0,2,9.8849,72513
1,2,5.14925,37724
0,2,13.7433,103534
1,2,0.116961,115
0,2,0.397872,2040
1,2,18.9866,146497
0,2,4.67916,32670
1,2,7.77341,55988
0,4,1.17872,7265
1,4,21.7448,137139
0,4,21.8556,138458
1,4,0.779853,5488
0,4,2.53329,16633
1,4,4.90417,32079
0,4,0.00434813,0
1,4,0.756692,5265
0,4,0.625683,3938
1,4,17.6721,122812
0,6,7.2094,31612
1,6,13.3908,48701
0,6,4.25057,23040
1,6,0.95555,5208
0,6,17.1456,66333
1,6,0.42886,1034
0,6,2.28331,7368
1,6,0.503567,1846
0,6,14.9615,46618
1,6,31.4578,108967
0,8,0.158789,0
1,8,53.8067,141431
0,8,0.145717,126
1,8,233.815,652916
0,8,4.63186,11871
1,8,2.26168,5750
0,8,2.41413,6080
1,8,3.01926,10753
0,8,29.9068,85689
1,8,5.36527,14073
0,12,1.68095,4263
1,12,9.67411,27491
0,12,0.913371,2519
1,12,7.62698,22698
0,12,1.70508,4124
1,12,6.10024,18467
0,12,7.94169,22315
1,12,1.85833,5599
0,12,3.3003,9513
1,12,3.26465,9605
0,16,4.73643,11551
1,16,4.43647,10598
0,16,0.449593,150
1,16,1.29756,3277
0,16,3.62529,8842
1,16,5.03086,12563
0,16,1.28383,3176
1,16,9.2017,23127
0,16,2.31016,5670
1,16,1.30946,3343
0,24,5.26922,8966
1,24,0.404913,201
0,24,6.87611,11842
1,24,10.938,19308
0,24,2.8766,5014
1,24,0.355243,0
0,24,3.78213,6311
1,24,10.8006,18969
0,24,9.21743,15750
1,24,2.75306,4879
0,32,11.2528,14589
1,32,1.14239,1550
0,32,0.260515,0
1,32,1.87921,2092
0,32,13.0114,17079
1,32,5.96079,8127
0,32,6.34516,7876
1,32,2.08009,2476
0,32,17.5277,22694
1,32,1.941,2658
0,0,0.680638,8469
1,0,12.3436,160940
0,0,0.0251363,230
1,0,5.64511,75202
0,0,24.5891,307307
1,0,11.6266,143857
0,0,31.7762,414184
1,0,2.85963,35052
0,0,24.0044,292669
1,0,31.4254,401413
0,1,37.4244,294563
1,1,99.6607,784575
0,1,12.7374,97556
1,1,0.081136,605
0,1,1.26069,10758
1,1,22.1236,176535
0,1,4.42169,34961
1,1,39.0208,315210
0,1,6.88689,58188
1,1,0.0327108,107
0,2,0.481182,2616
1,2,0.642711,5338
0,2,17.8019,137418
1,2,12.3113,89378
0,2,0.225865,913
1,2,0.190851,927
0,2,2.62864,18548
1,2,2.29652,16862
0,2,0.145439,1000
1,2,0.102458,660
0,4,0.595743,3740
1,4,3.95412,23346
0,4,0.122976,0
1,4,20.6918,136573
0,4,2.7373,11512
1,4,9.79133,65255
0,4,14.2436,91498
1,4,24.9086,166224
0,4,17.2851,106838
1,4,2.83297,19839
0,6,7.12843,23940
1,6,1.31735,4748
0,6,9.63644,39776
1,6,0.421769,1038
0,6,15.2496,52816
1,6,7.39913,25563
0,6,4.27378,13527
1,6,6.7965,38628
0,6,11.6766,63767
1,6,0.179874,263
0,8,18.8276,51223
1,8,0.221914,255
0,8,1.19803,3846
1,8,13.0627,38689
0,8,4.51964,13241
1,8,3.04553,7682
0,8,1.44721,3695
1,8,23.3069,63607
0,8,19.5793,50192
1,8,2.22537,5764
0,12,0.0253786,63
1,12,12.8394,36335
0,12,1.90331,5576
1,12,7.39297,21749
0,12,4.02532,11741
1,12,0.0010955,0
0,0,61.9188,792538
1,0,0.349509,3640
0,0,22.599,283425
1,0,0.163674,2132
0,0,0.393182,4471
1,0,9.33217,120288
0,0,37.6674,478180
1,0,17.5061,225259
0,0,0.00705139,0
1,0,33.9155,436682
0,1,2.00281,15445
1,1,45.5161,365509
0,1,0.116242,423
1,1,262.915,2061705
0,1,23.3342,190477
1,1,0.547958,4620
0,1,12.28,96846
1,1,5.78199,51775
0,1,17.6556,138506
1,1,14.3189,120675
0,2,7.15929,55750
1,2,5.65635,39969
0,2,16.3248,120097
1,2,14.4035,114761
0,2,9.82467,66752
1,2,0.494067,3257
0,2,14.6524,106137
1,2,0.0822596,0
0,2,2.68036,23674
1,2,37.5785,275399
0,4,0.300274,453
1,4,0.512233,2071
0,4,20.6652,132907
1,4,4.40083,29309
0,4,13.2996,80716
1,4,0.364236,2186
0,4,17.732,107651
1,4,8.76393,53896
0,4,0.60885,4000
1,4,0.033312,0
0,6,1.15423,3806
1,6,5.25279,29468
0,6,0.203167,991
1,6,1.83765,9418
0,6,1.50846,8517
1,6,1.48946,8536
0,6,2.50555,13614
1,6,1.44065,8151
0,6,7.71905,25380
1,6,0.16951,0
0,8,18.6755,49593
1,8,0.231064,453
0,8,18.644,49677
1,8,13.0205,34199
0,8,15.1996,40323
1,8,0.88707,3705
0,8,10.8927,29370
1,8,0.936569,1964
0,8,4.40475,12105
1,8,1.62632,4149
0,12,1.29066,3746
1,12,0.226909,0
0,12,0.00720106,0
1,12,1.11871,3392
0,12,3.88964,11221
1,12,0.897362,2678
0,12,5.41666,15747
1,12,2.95768,9045
0,12,0.267323,455
1,12,0.00891166,0
0,16,14.8098,36278
1,16,5.17385,13102
0,16,7.42147,18324
1,16,0.0889834,143
0,16,1.48479,3583
1,16,3.19546,8011
0,16,0.820379,1972
1,16,0.324166,0
0,16,1.54821,3745
1,16,0.496882,696
0,24,0.218255,0
1,24,14.1049,24571
0,24,5.51666,9288
1,24,1.35681,2360
0,24,1.28064,2216
1,24,0.318196,143
0,24,12.7068,21531
1,24,2.5199,4471
0,24,0.0313703,0
1,24,4.67092,8245
0,32,0.0642221,0
1,32,1.81666,2427
0,32,3.93607,5167
1,32,7.92521,10519
0,32,0.845074,468
1,32,2.55145,3411
0,32,1.27208,1121
1,32,2.92565,3905
0,32,1.87915,2466
1,32,0.891115,605
0,0,2.00244,26303
1,0,21.9009,258346
0,0,9.57984,118251
1,0,5.82743,71885
0,0,82.8554,1038539
1,0,29.6504,368667
0,0,18.6159,229031
1,0,0.0291204,0
0,0,72.3823,908759
1,0,3.51695,41006
0,1,46.7306,364343
1,1,0.256791,2000
0,1,9.7933,77814
1,1,12.4808,100307
0,1,1.13869,10360
1,1,40.3176,322125
0,1,14.1276,109793
1,1,16.0841,129437
0,1,21.7434,167819
1,1,12.226,93911
0,2,7.1536,54489
1,2,12.3362,90353
0,2,1.46777,10131
1,2,0.0343319,149
0,2,99.8101,727872
1,2,8.9691,69999
0,2,24.7905,188669
1,2,94.3757,717263
0,2,0.314357,2000
1,2,10.3179,73355
0,4,0.867099,3491
1,4,9.70245,61716
0,4,0.468757,3189
1,4,0.0652354,416
0,4,3.01203,12742
1,4,16.9648,99541
0,4,7.03223,48295
1,4,10.2723,68244
0,4,8.75095,56117
1,4,7.77458,50082
0,6,5.90554,21915
1,6,3.92587,22543
0,6,0.125995,436
1,6,7.41525,23974
0,6,2.62092,8564
1,6,3.19986,11303
0,6,11.1263,34313
1,6,31.4319,136227
0,6,1.10802,3496
1,6,1.15708,3104
0,8,8.48763,26096
1,8,552.973,1516200
0,8,1.29318,3469
1,8,12.4639,32526
0,8,0.540046,1431
1,8,0.792865,2039
0,8,8.09948,20831
1,8,3.27317,9603
0,8,1.03434,2449
1,8,3.81079,16858
0,12,1.46938,4221
1,12,58.7743,165025
0,12,12.7932,35300
1,12,3.04797,8997
0,12,1.27012,3463
1,12,2.29181,6447
0,12,4.92673,13794
1,12,8.45825,24631
0,12,7.55605,21014
1,12,2.0774,6128
0,16,1.22141,2962
1,16,7.66484,19069
0,16,6.95578,16954
1,16,2.04651,5297
0,16,6.6644,16315
1,16,1.59175,3189
0,16,7.56269,18701
1,16,8.3541,21105
0,16,1.98859,4886
1,16,6.22728,14863
0,24,1.40026,2307
1,24,11.9742,21125
0,24,3.53117,5975
1,24,2.55017,4317
0,24,5.67206,9571
1,24,9.73915,17034
0,24,6.35335,10626
1,24,0.265392,0
0,24,0.0146046,0
1,24,3.27934,5709
0,32,6.78051,8935
1,32,2.9598,4046
0,32,16.4261,20779
